,car_brand,car_model,car_price,car_city,car_fuel,car_transmission,car_drive,car_mileage,car_country,car_engine_capacity,car_engine_hp,car_age
24855,SsangYong,Actyon    ,480000,Rostov-on-Don,diesel,automatic,4WD,190000,KR ,2.0,141,17
24856,Hyundai,Santa Fe   ,3149000,Rostov-on-Don,diesel,automatic,FWD,82576,KR,2.0,186,5
24857,Toyota,Hiace    ,480000,Rostov-on-Don,diesel,automatic,4WD,250000,JP,3.0,130,27
24858,Lexus,LX570    ,13000000,Rostov-on-Don,gasoline,automatic,4WD,34700,JP,5.7,367,3
24859,Hyundai,Santa Fe Classic  ,920000,Rostov-on-Don,gasoline,automatic,4WD,275000,KR,2.7,173,14
24860,Citroen,C4    ,900000,Rostov-on-Don,gasoline,manual,FWD,120000,FR,1.6,120,11
24861,BMW,X5    ,900000,Rostov-on-Don,gasoline,automatic,4WD,343000,DE,4.4,320,21
24862,Toyota,RAV4    ,3800000,Rostov-on-Don,gasoline,automatic,4WD,10000,JP,2.5,199,5
24863,Mazda,CX-5    ,2850000,Rostov-on-Don,gasoline,automatic,4WD,73000,JP,2.5,187,4
24864,Honda,Accord    ,2900000,Rostov-on-Don,gasoline,CVT,FWD,39000,JP,1.5,192,4
24865,Volkswagen,Multivan    ,2100000,Rostov-on-Don,diesel,manual,FWD,251000,DE,2.0,102,10
24866,Mazda,Mazda3    ,750000,Rostov-on-Don,gasoline,manual,FWD,200000,JP,2.0,150,17
24867,Renault,Logan    ,798000,Rostov-on-Don,gasoline,manual,FWD,176223,FR,1.6,82,6
24868,Lada,Granta    ,530000,Makhachkala,gasoline,manual,FWD,12,RUS,1.6,87,9
24869,BMW,5-Series    ,5890000,Rostov-on-Don,gasoline,automatic,RWD,19000,DE,2.0,252,3
24870,Hyundai,Palisade    ,5200000,Rostov-on-Don,diesel,automatic,FWD,31400,KR,2.2,202,4
24871,Honda,Accord    ,550000,Rostov-on-Don,gasoline,manual,FWD,388000,JP,1.9,136,24
24872,Volkswagen,Polo    ,1119000,Rostov-on-Don,gasoline,manual,FWD,92161,DE,1.6,85,9
24873,Chery,Tiggo 7 Pro Max ,2700000,Rostov-on-Don,gasoline,CVT,FWD,2500,CN,1.5,147,1
24874,Lada,Granta    ,880000,Makhachkala,gasoline,manual,FWD,19000,RUS,1.6,90,2
24875,Ford,Fusion    ,492000,Rostov-on-Don,gasoline,robot,FWD,186000,USA,1.4,80,19
24876,Lada,Granta    ,710000,Makhachkala,gasoline,robot,FWD,165000,RUS,1.6,106,8
24877,Renault,Logan Stepway   ,1449900,Rostov-on-Don,gasoline,manual,FWD,149100,FR,1.6,82,3
24878,Volkswagen,Polo    ,1690000,Rostov-on-Don,gasoline,automatic,FWD,58861,DE,1.6,110,4
24879,Chevrolet,Lacetti    ,447000,Rostov-on-Don,gasoline,manual,FWD,193000,USA,1.4,95,18
24880,Kia,Cerato    ,2299900,Rostov-on-Don,gasoline,automatic,FWD,53000,KR,1.6,128,2
24881,Mitsubishi,RVR    ,249999,Rostov-on-Don,gasoline,automatic,FWD,335000,JP,1.8,140,26
24882,Chevrolet,Viva    ,392000,Rostov-on-Don,gasoline,manual,FWD,280000,USA,1.8,125,19
24883,Kia,Picanto    ,950000,Rostov-on-Don,gasoline,automatic,FWD,58000,KR,1.2,85,12
24884,Hyundai,Accent    ,475000,Rostov-on-Don,gasoline,manual,FWD,249900,KR,1.5,102,17
24885,Chevrolet,Aveo    ,820000,Rostov-on-Don,gasoline,manual,FWD,184897,USA,1.6,115,10
24886,Porsche,Cayenne    ,3150000,Rostov-on-Don,diesel,automatic,4WD,218880,DE,3.0,245,11
24887,Hyundai,Solaris    ,1429900,Rostov-on-Don,gasoline,automatic,FWD,119992,KR,1.6,123,7
24888,Mazda,Mazda3    ,1700000,Rostov-on-Don,gasoline,automatic,FWD,105000,JP,2.0,155,7
24889,Hyundai,Accent    ,509000,Rostov-on-Don,gasoline,automatic,FWD,240000,KR,1.5,102,16
24890,Lada,Granta    ,550000,Makhachkala,gasoline,manual,FWD,157000,RUS,1.6,106,9
24891,Lada,Granta    ,520000,Makhachkala,gasoline,manual,FWD,155000,RUS,1.6,87,11
24892,Hyundai,Elantra    ,359000,Rostov-on-Don,gasoline,manual,FWD,223000,KR,1.6,105,20
24893,Lada,Granta    ,945000,Makhachkala,gasoline,manual,FWD,47000,RUS,1.6,90,2
24894,Chevrolet,Aveo    ,780000,Rostov-on-Don,gasoline,automatic,FWD,180900,USA,1.6,115,12
24895,Opel,Corsa    ,474000,Rostov-on-Don,gasoline,robot,FWD,165000,DE,1.2,80,17
24896,Hyundai,Elantra    ,1740000,Rostov-on-Don,gasoline,automatic,FWD,97600,KR,2.0,150,6
24897,Ford,Focus    ,550000,Rostov-on-Don,gasoline,manual,FWD,222231,USA,1.6,115,16
24898,Toyota,Corolla    ,830000,Rostov-on-Don,gasoline,automatic,FWD,256000,JP,1.6,110,18
24899,Volkswagen,Jetta    ,750000,Rostov-on-Don,gasoline,robot,FWD,170000,DE,1.4,122,15
24900,Hyundai,Solaris    ,1740000,Rostov-on-Don,gasoline,automatic,FWD,75000,KR,1.6,123,7
24901,Nissan,Juke    ,1100000,Rostov-on-Don,gasoline,CVT,4WD,145000,JP,1.6,190,13
24902,Jaecoo,J7    ,2980000,Rostov-on-Don,gasoline,robot,4WD,1380,CN,1.6,186,1
24903,Toyota,Raum    ,999999,Rostov-on-Don,gasoline,automatic,4WD,180363,JP,1.5,105,16
24904,Land Rover,Rover Range Rover Sport ,2250000,Rostov-on-Don,diesel,automatic,4WD,236000,UK,3.0,245,13
24905,Mercedes-Benz,GLK-Class    ,2150000,Rostov-on-Don,diesel,automatic,4WD,70000,DE,2.1,170,12
24906,Hyundai,Accent    ,485000,Rostov-on-Don,gasoline,manual,FWD,174000,KR,1.5,102,15
24907,Kia,Cerato    ,905000,Rostov-on-Don,gasoline,automatic,FWD,202500,KR,1.6,126,13
24908,Geely,Coolray    ,2590000,Rostov-on-Don,gasoline,robot,FWD,92,CN,1.5,150,1
24909,Kia,Sorento    ,1590000,Rostov-on-Don,gasoline,automatic,4WD,275264,KR,2.4,175,15
24910,Infiniti,QX50    ,4049000,Rostov-on-Don,gasoline,CVT,4WD,42566,JP,2.0,249,5
24911,Audi,A6    ,4899000,Rostov-on-Don,gasoline,automatic,4WD,64592,DE,2.0,245,3
24912,Kia,Cerato    ,999000,Rostov-on-Don,gasoline,manual,FWD,128200,KR,1.6,126,13
24913,Ravon,R2    ,585000,Rostov-on-Don,gasoline,automatic,FWD,139000,UZ,1.2,86,7
24914,Chevrolet,Cruze    ,1000000,Rostov-on-Don,gasoline,automatic,FWD,146000,USA,1.8,141,11
24915,Peugeot,508    ,1130000,Rostov-on-Don,gasoline,automatic,FWD,129000,FR,1.6,150,12
24916,Hyundai,Accent    ,465000,Rostov-on-Don,gasoline,manual,FWD,250000,KR,1.5,102,17
24917,Volvo,760    ,180000,Rostov-on-Don,gasoline,automatic,RWD,322721,SE,2.8,143,35
24918,EXEED,RX    ,3830000,Rostov-on-Don,gasoline,robot,4WD,40,CN,2.0,249,1
24919,Kia,Venga    ,1150000,Rostov-on-Don,gasoline,automatic,FWD,112000,KR,1.6,125,11
24920,Subaru,Forester    ,1780000,Rostov-on-Don,gasoline,automatic,4WD,102000,JP,2.0,170,9
24921,Chevrolet,Niva    ,325000,Rostov-on-Don,gasoline,manual,4WD,169500,USA,1.7,80,21
24922,Chrysler,Grand Voyager   ,1000000,Rostov-on-Don,gasoline,automatic,FWD,276200,USA,3.3,174,18
24923,Ford,Focus    ,930000,Rostov-on-Don,gasoline,manual,FWD,149000,USA,1.6,105,11
24924,Hyundai,Creta    ,2119900,Rostov-on-Don,gasoline,automatic,4WD,102590,KR,2.0,149,7
24925,Honda,Accord    ,1649900,Rostov-on-Don,gasoline,automatic,FWD,220444,JP,2.4,180,11
24926,Skoda,Octavia    ,1299000,Rostov-on-Don,gasoline,manual,FWD,72000,CZ,1.2,105,10
24927,Lexus,NX200    ,3699000,Rostov-on-Don,gasoline,CVT,4WD,37735,JP,2.0,150,6
24928,Skoda,Rapid    ,1455000,Rostov-on-Don,gasoline,robot,FWD,158274,CZ,1.4,125,5
24929,Mercedes-Benz,AMG GT   ,10950000,Rostov-on-Don,gasoline,automatic,4WD,37300,DE,4.0,639,6
24930,Mitsubishi,Lancer    ,629000,Rostov-on-Don,gasoline,manual,FWD,240826,JP,1.5,109,17
24931,Skoda,Rapid    ,1395000,Rostov-on-Don,gasoline,automatic,FWD,149565,CZ,1.6,110,5
24932,Ford,Ranger    ,800000,Rostov-on-Don,diesel,manual,4WD,400000,USA,2.5,105,19
24933,Renault,Logan    ,1245000,Rostov-on-Don,gasoline,automatic,FWD,47000,FR,1.6,102,4
24934,Volkswagen,Polo    ,1120000,Rostov-on-Don,gasoline,manual,FWD,165135,DE,1.6,110,8
24935,BMW,3-Series    ,1690000,Rostov-on-Don,gasoline,automatic,RWD,215808,DE,1.6,136,11
24936,Nissan,Note    ,939000,Rostov-on-Don,gasoline,manual,FWD,148619,JP,1.4,88,11
24937,Kia,Sportage    ,1690000,Rostov-on-Don,gasoline,automatic,4WD,162279,KR,2.4,176,13
24938,Toyota,Fortuner    ,3880000,Rostov-on-Don,gasoline,manual,4WD,58832,JP,2.7,166,4
24939,BMW,X4    ,5460000,Rostov-on-Don,diesel,automatic,4WD,79956,DE,3.0,265,5
24940,Kia,Rio    ,1399000,Rostov-on-Don,gasoline,automatic,FWD,143914,KR,1.6,123,9
24941,Chevrolet,Cruze    ,1079000,Rostov-on-Don,gasoline,automatic,FWD,132424,USA,1.8,141,11
24942,Daewoo,Matiz    ,423000,Rostov-on-Don,gasoline,manual,FWD,128511,KR,0.8,52,11
24943,Toyota,RAV4    ,2015000,Rostov-on-Don,gasoline,CVT,FWD,95000,JP,2.0,146,8
24944,Lada,Granta    ,999999,Makhachkala,gasoline,automatic,FWD,108000,RUS,1.6,98,5
24945,Lada,Granta    ,1100000,Makhachkala,gasoline,manual,FWD,16481,RUS,1.6,90,1
24946,Lada,Granta    ,1050000,Makhachkala,gasoline,manual,FWD,50834,RUS,1.6,106,2
24947,BMW,5-Series    ,2470000,Rostov-on-Don,diesel,automatic,4WD,190000,DE,3.0,258,12
24948,Hyundai,Solaris    ,1045000,Rostov-on-Don,gasoline,automatic,FWD,84574,KR,1.4,100,7
24949,MINI,Clubman    ,4600000,Rostov-on-Don,gasoline,robot,FWD,20000,DE,1.5,136,3
24950,Mitsubishi,Montero Sport   ,5550000,Rostov-on-Don,gasoline,automatic,4WD,70,JP,3.0,209,2
24951,Audi,A4    ,3150000,Rostov-on-Don,gasoline,robot,FWD,62431,DE,2.0,150,4
24952,Dodge,Durango    ,2400000,Rostov-on-Don,gasoline,automatic,4WD,217000,USA,5.7,364,12
24953,Nissan,X-Trail    ,2277000,Rostov-on-Don,gasoline,CVT,4WD,94500,JP,2.5,171,6
24954,Volkswagen,Tiguan    ,1333000,Rostov-on-Don,gasoline,robot,FWD,173481,DE,1.4,150,12
24955,Opel,Zafira    ,975000,Rostov-on-Don,gasoline,manual,FWD,135000,DE,1.8,140,13
24956,Hyundai,Solaris    ,690000,Rostov-on-Don,gasoline,automatic,FWD,250000,KR,1.6,123,10
24957,Mitsubishi,Pajero    ,4350000,Rostov-on-Don,gasoline,automatic,4WD,9770,JP,3.8,243,5
24958,BMW,4-Series    ,5459000,Rostov-on-Don,diesel,automatic,4WD,67595,DE,2.0,190,3
24959,Mitsubishi,L200    ,4260000,Rostov-on-Don,diesel,automatic,4WD,8150,JP,2.4,181,2
24960,Kia,Carnival    ,4880000,Rostov-on-Don,diesel,automatic,FWD,17996,KR,2.2,202,4
24961,Kia,Cerato    ,1649000,Rostov-on-Don,gasoline,automatic,FWD,133308,KR,1.6,130,7
24962,Kia,Sorento    ,1999000,Rostov-on-Don,diesel,automatic,4WD,197127,KR,2.2,197,12
24963,Hyundai,Solaris    ,1319000,Rostov-on-Don,gasoline,automatic,FWD,132248,KR,1.6,123,8
24964,Lada,Granta    ,1370000,Makhachkala,gasoline,manual,FWD,54668,RUS,1.6,106,4
24965,Chery,Tiggo 4   ,1779900,Rostov-on-Don,gasoline,CVT,FWD,15000,CN,1.5,113,3
24966,BMW,X5    ,7795000,Rostov-on-Don,diesel,automatic,4WD,96000,DE,3.0,265,5
24967,Kia,Rio    ,1330000,Rostov-on-Don,gasoline,automatic,FWD,94779,KR,1.6,123,9
24968,Audi,Q7    ,4249000,Rostov-on-Don,gasoline,automatic,4WD,102116,DE,2.0,252,6
24969,Toyota,Highlander    ,3160000,Rostov-on-Don,gasoline,automatic,FWD,187838,JP,2.7,188,10
24970,Lada,Granta    ,799000,Makhachkala,gasoline,manual,FWD,127086,RUS,1.6,87,3
24971,Volkswagen,Polo    ,1230000,Rostov-on-Don,gasoline,automatic,FWD,163488,DE,1.6,110,4
24972,Hyundai,i30    ,899000,Rostov-on-Don,gasoline,automatic,FWD,197887,KR,1.6,122,15
24973,Mazda,Mazda6    ,2879000,Rostov-on-Don,gasoline,automatic,FWD,89009,JP,2.5,194,4
24974,Skoda,Rapid    ,1680000,Rostov-on-Don,gasoline,automatic,FWD,98715,CZ,1.6,110,6
24975,Opel,Astra    ,849000,Rostov-on-Don,diesel,manual,FWD,131000,DE,1.2,90,14
24976,Geely,Coolray    ,2049000,Rostov-on-Don,gasoline,robot,FWD,13157,CN,1.5,150,3
24977,BMW,5-Series    ,4390000,Rostov-on-Don,gasoline,automatic,RWD,70700,DE,2.0,184,6
24978,Mercedes-Benz,E-Class    ,900000,Rostov-on-Don,gasoline,automatic,RWD,284800,DE,2.6,170,23
24979,Toyota,Camry    ,3250000,Rostov-on-Don,gasoline,automatic,FWD,108660,JP,2.5,200,3
24980,Audi,A6    ,2150000,Rostov-on-Don,gasoline,CVT,FWD,115000,DE,2.0,180,10
24981,Audi,TT    ,1850000,Rostov-on-Don,gasoline,robot,FWD,150000,DE,2.0,200,16
24982,BMW,5-Series    ,1800000,Rostov-on-Don,diesel,automatic,RWD,310000,DE,2.0,184,12
24983,Chevrolet,Lacetti    ,585000,Rostov-on-Don,gasoline,manual,FWD,235800,USA,1.4,95,16
24984,Hyundai,Solaris    ,1500000,Rostov-on-Don,gasoline,automatic,FWD,168123,KR,1.6,123,10
24985,Renault,Logan    ,660000,Rostov-on-Don,gasoline,automatic,FWD,145214,FR,1.6,103,13
24986,Kia,Sportage    ,2100000,Rostov-on-Don,gasoline,automatic,FWD,141209,KR,2.0,150,6
24987,Kia,Rio    ,1199000,Rostov-on-Don,gasoline,manual,FWD,167932,KR,1.6,123,8
24988,Toyota,Camry    ,2439000,Rostov-on-Don,gasoline,automatic,FWD,125453,JP,2.5,181,7
24989,Kia,Rio    ,1140000,Rostov-on-Don,gasoline,manual,FWD,137573,KR,1.6,123,8
24990,Changan,CS95 Plus   ,3099000,Rostov-on-Don,gasoline,automatic,FWD,69,CN,1.5,188,1
24991,Opel,Tigra    ,720000,Rostov-on-Don,gasoline,manual,FWD,74062,DE,1.4,90,19
24992,Chery,Tiggo 4 Pro  ,2199000,Rostov-on-Don,gasoline,CVT,FWD,11900,CN,1.5,147,2
24993,Toyota,RAV4    ,1649900,Rostov-on-Don,gasoline,CVT,4WD,87200,JP,2.0,148,12
24994,Geely,Tugella FY11   ,3549900,Rostov-on-Don,gasoline,automatic,4WD,14500,CN,2.0,238,2
24995,BMW,X3    ,3749900,Rostov-on-Don,diesel,automatic,4WD,125000,DE,2.0,190,6
24996,Geely,Atlas Pro   ,2289900,Rostov-on-Don,hybrid,robot,4WD,58400,CN,1.5,177,3
24997,Renault,Lodgy    ,2690000,Rostov-on-Don,diesel,manual,FWD,25,FR,1.5,85,2
24998,Kia,Spectra    ,435000,Rostov-on-Don,gasoline,manual,FWD,295000,KR,2.0,138,18
24999,Nissan,Terrano    ,1554000,Rostov-on-Don,gasoline,automatic,4WD,99873,JP,2.0,143,7
25000,Mercedes-Benz,GLA-Class    ,3100000,Rostov-on-Don,gasoline,robot,FWD,42000,DE,2.0,211,5
25001,BMW,2-Series    ,2400000,Rostov-on-Don,gasoline,automatic,RWD,128000,DE,2.0,184,10
25002,Ford,Focus    ,843000,Rostov-on-Don,gasoline,robot,FWD,224500,USA,1.6,125,11
25003,Renault,Samsung SM6   ,2199000,Rostov-on-Don,diesel,automatic,FWD,84090,FR,1.5,110,6
25004,Toyota,Alphard    ,5349000,Rostov-on-Don,gasoline,automatic,FWD,157606,JP,3.5,300,5
25005,Mercedes-Benz,S-Class    ,11500000,Rostov-on-Don,gasoline,automatic,4WD,91000,DE,4.0,469,5
25006,Mitsubishi,Space Star   ,210000,Rostov-on-Don,gasoline,manual,FWD,283000,JP,1.3,86,25
25007,Suzuki,Baleno    ,2345000,Rostov-on-Don,gasoline,automatic,FWD,200,JP,1.5,105,1
25008,Toyota,Camry    ,2500000,Rostov-on-Don,gasoline,automatic,FWD,152000,JP,2.0,150,5
25009,BMW,X1    ,1290000,Rostov-on-Don,diesel,automatic,4WD,225000,DE,2.0,177,14
25010,Lada,Granta    ,650000,Makhachkala,gasoline,manual,FWD,150000,RUS,1.6,106,8
25011,Kia,Sportage    ,2599999,Rostov-on-Don,diesel,automatic,FWD,99000,KR,2.0,186,5
25012,Volkswagen,Jetta    ,759000,Rostov-on-Don,gasoline,manual,FWD,246000,DE,1.6,102,14
25013,Skoda,Octavia    ,1000000,Rostov-on-Don,gasoline,automatic,FWD,150000,CZ,1.6,102,14
25014,Ford,Galaxy    ,315000,Rostov-on-Don,diesel,automatic,FWD,200000,USA,1.9,116,18
25015,Nissan,Teana    ,1380000,Rostov-on-Don,gasoline,CVT,FWD,198000,JP,2.5,182,12
25016,Jeep,Grand Cherokee   ,800000,Rostov-on-Don,diesel,automatic,4WD,250000,USA,3.1,138,23
25017,Volkswagen,Polo    ,1075000,Rostov-on-Don,gasoline,robot,FWD,154477,DE,1.4,85,12
25018,Kia,Sportage    ,1545000,Rostov-on-Don,gasoline,automatic,4WD,261255,KR,2.0,150,13
25019,Opel,Astra    ,1050000,Rostov-on-Don,gasoline,automatic,FWD,153000,DE,1.6,115,12
25020,Kia,Picanto    ,1350000,Rostov-on-Don,gasoline,automatic,FWD,57000,KR,1.2,84,7
25021,Volkswagen,Polo    ,1590000,Rostov-on-Don,gasoline,manual,FWD,51788,DE,1.6,110,5
25022,Kia,Rio    ,1495000,Rostov-on-Don,gasoline,automatic,FWD,68200,KR,1.6,123,9
25023,Lada,Granta    ,750000,Makhachkala,gasoline,manual,FWD,80000,RUS,1.6,87,5
25024,Skoda,Fabia    ,1095000,Rostov-on-Don,gasoline,automatic,FWD,154000,CZ,1.6,105,11
25025,Hyundai,Solaris    ,1080000,Rostov-on-Don,gasoline,manual,FWD,125000,KR,1.6,123,6
25026,Volvo,S60    ,630000,Rostov-on-Don,gasoline,automatic,FWD,325000,SE,2.4,170,20
25027,Lada,Granta    ,830000,Makhachkala,gasoline,manual,FWD,39500,RUS,1.6,90,2
25028,Hyundai,Solaris    ,1849900,Rostov-on-Don,gasoline,automatic,FWD,27116,KR,1.6,123,3
25029,Changan,CS55    ,1869000,Rostov-on-Don,gasoline,automatic,FWD,37000,CN,1.5,143,4
25030,OMODA,C5    ,2399900,Rostov-on-Don,gasoline,CVT,FWD,16455,CN,1.5,147,2
25031,Kia,Cerato    ,1620000,Rostov-on-Don,gasoline,automatic,FWD,114600,KR,1.6,130,10
25032,Audi,A4    ,950000,Rostov-on-Don,gasoline,CVT,FWD,135000,DE,2.0,200,17
25033,Renault,Logan    ,900000,Rostov-on-Don,gasoline,manual,FWD,57000,FR,1.6,82,7
25034,BMW,X6    ,1800000,Rostov-on-Don,gasoline,automatic,4WD,180000,DE,4.4,407,14
25035,Lexus,LX470    ,1550000,Rostov-on-Don,gasoline,automatic,4WD,400000,JP,4.7,230,25
25036,Hyundai,Accent    ,499000,Rostov-on-Don,gasoline,automatic,FWD,255000,KR,1.5,102,17
25037,Lada,Granta    ,565000,Makhachkala,gasoline,manual,FWD,134000,RUS,1.6,106,8
25038,Nissan,Wingroad    ,1475000,Rostov-on-Don,gasoline,CVT,FWD,25800,JP,1.5,109,7
25039,Opel,Astra    ,776000,Rostov-on-Don,gasoline,automatic,FWD,236409,DE,1.4,140,13
25040,BMW,3-Series    ,1310000,Rostov-on-Don,gasoline,automatic,RWD,165000,DE,2.0,156,15
25041,Opel,Astra GTC   ,495000,Rostov-on-Don,gasoline,automatic,FWD,215000,DE,1.8,140,16
25042,Nissan,Juke    ,1250000,Rostov-on-Don,gasoline,CVT,FWD,180000,JP,1.6,117,12
25043,Kia,Rio X (X-Line)  ,1734000,Rostov-on-Don,gasoline,automatic,FWD,106000,KR,1.6,123,4
25044,Porsche,Macan    ,3609000,Rostov-on-Don,gasoline,robot,4WD,53512,DE,3.0,340,10
25045,Volkswagen,Golf    ,905000,Rostov-on-Don,gasoline,robot,FWD,254000,DE,1.4,122,14
25046,Toyota,Camry    ,3165000,Rostov-on-Don,gasoline,automatic,FWD,53450,JP,2.5,181,6
25047,Nissan,Teana    ,1634000,Rostov-on-Don,gasoline,CVT,FWD,84705,JP,2.5,173,10
25048,OMODA,S5    ,2049000,Rostov-on-Don,gasoline,CVT,FWD,13000,CN,1.5,147,1
25049,Hyundai,Solaris    ,1800000,Rostov-on-Don,gasoline,automatic,FWD,59500,KR,1.6,123,4
25050,Hyundai,i30    ,1260000,Rostov-on-Don,gasoline,manual,FWD,69000,KR,1.6,130,10
25051,Mercedes-Benz,CLA-Class    ,2050000,Rostov-on-Don,gasoline,robot,FWD,136000,DE,1.6,150,9
25052,Ford,Scorpio    ,330000,Rostov-on-Don,gasoline,manual,RWD,315000,USA,2.3,147,27
25053,Chery,Amulet A15   ,165000,Rostov-on-Don,gasoline,manual,FWD,150000,CN,1.6,88,18
25054,Lada,Granta    ,480000,Makhachkala,gasoline,manual,FWD,180000,RUS,1.6,87,9
25055,Toyota,Camry    ,4200000,Rostov-on-Don,gasoline,automatic,FWD,10550,JP,3.5,249,2
25056,Opel,Insignia    ,850000,Rostov-on-Don,gasoline,automatic,FWD,189000,DE,2.0,220,16
25057,Kia,Cerato    ,2400000,Rostov-on-Don,gasoline,automatic,FWD,14000,KR,2.0,150,5
25058,Opel,Astra    ,850000,Rostov-on-Don,gasoline,automatic,FWD,175000,DE,1.8,140,13
25059,Ford,Focus    ,780000,Rostov-on-Don,gasoline,manual,FWD,185000,USA,1.8,125,14
25060,Volkswagen,Passat CC   ,1095000,Rostov-on-Don,gasoline,robot,FWD,180000,DE,1.8,152,13
25061,Volkswagen,Caddy    ,940000,Rostov-on-Don,diesel,manual,FWD,170680,DE,1.6,75,12
25062,Land Rover,Rover Range Rover  ,3898000,Rostov-on-Don,diesel,automatic,4WD,163138,UK,3.0,248,11
25063,Nissan,Almera Classic   ,503000,Rostov-on-Don,gasoline,manual,FWD,280000,JP,1.6,109,18
25064,Kia,Cerato    ,2329000,Rostov-on-Don,gasoline,automatic,FWD,75622,KR,2.0,150,4
25065,Kia,Ceed    ,1429000,Rostov-on-Don,gasoline,automatic,FWD,158158,KR,1.6,129,11
25066,Hyundai,Creta    ,2149000,Rostov-on-Don,gasoline,automatic,FWD,72696,KR,1.6,123,3
25067,Mazda,Mazda3    ,1420000,Rostov-on-Don,gasoline,automatic,FWD,98585,JP,1.6,105,12
25068,Skoda,Fabia    ,870000,Rostov-on-Don,gasoline,automatic,FWD,155000,CZ,1.6,105,13
25069,BMW,3-Series    ,799900,Rostov-on-Don,gasoline,automatic,RWD,249178,DE,2.2,170,21
25070,Hyundai,Accent    ,399999,Rostov-on-Don,gasoline,automatic,FWD,219000,KR,1.5,102,18
25071,Nissan,Almera Classic   ,850000,Rostov-on-Don,gasoline,automatic,FWD,149000,JP,1.6,107,12
25072,Hyundai,i40    ,1250000,Rostov-on-Don,gasoline,manual,FWD,250000,KR,2.0,150,11
25073,Geely,Coolray    ,2400000,Rostov-on-Don,gasoline,robot,FWD,20,CN,1.5,147,1
25074,Peugeot,208    ,1014900,Rostov-on-Don,gasoline,automatic,FWD,87000,FR,1.6,120,11
25075,Kia,Sorento    ,2969900,Rostov-on-Don,diesel,automatic,FWD,44000,KR,2.0,186,5
25076,Ford,Focus    ,759900,Rostov-on-Don,gasoline,automatic,FWD,275000,USA,1.6,100,15
25077,Changan,UNI-V    ,2809900,Rostov-on-Don,gasoline,robot,FWD,5700,CN,1.5,181,1
25078,Mazda,CX-5    ,2424900,Rostov-on-Don,gasoline,automatic,FWD,160000,JP,2.0,150,7
25079,Ford,Fusion    ,595000,Rostov-on-Don,gasoline,manual,FWD,195622,USA,1.4,80,18
25080,Volkswagen,Polo    ,1429000,Rostov-on-Don,gasoline,automatic,FWD,84000,DE,1.6,110,6
25081,Toyota,Camry    ,3349000,Rostov-on-Don,gasoline,automatic,FWD,89664,JP,2.5,200,3
25082,Citroen,Berlingo    ,635000,Rostov-on-Don,gasoline,manual,FWD,147000,FR,1.6,90,13
25083,Lada,Granta    ,750000,Makhachkala,gasoline,manual,FWD,112000,RUS,1.6,87,6
25084,Ford,Focus    ,899000,Rostov-on-Don,gasoline,manual,FWD,178107,USA,1.8,125,14
25085,Toyota,Camry    ,3350000,Rostov-on-Don,gasoline,automatic,FWD,110209,JP,2.5,181,4
25086,Renault,Kadjar    ,1899000,Rostov-on-Don,diesel,manual,FWD,157427,FR,1.5,110,6
25087,Haval,H5    ,4120000,Rostov-on-Don,gasoline,automatic,4WD,51,CN,2.0,218,1
25088,Kia,Optima    ,2549000,Rostov-on-Don,gasoline,automatic,FWD,136866,KR,2.4,188,6
25089,Hyundai,Tucson    ,2799000,Rostov-on-Don,gasoline,automatic,4WD,49337,KR,2.0,150,4
25090,Kia,Soul    ,2299000,Rostov-on-Don,gasoline,automatic,FWD,58112,KR,2.0,150,3
25091,Hyundai,Solaris    ,1849000,Rostov-on-Don,gasoline,automatic,FWD,65902,KR,1.6,123,4
25092,Lada,Granta    ,948000,Moscow,gasoline,manual,FWD,27630,RUS,1.6,90,2
25093,Mercedes-Benz,C-Class    ,2039900,Rostov-on-Don,gasoline,automatic,RWD,202565,DE,1.6,156,10
25094,Lada,Granta    ,900000,Moscow,gasoline,automatic,FWD,67838,RUS,1.6,98,5
25095,Volkswagen,Passat    ,840000,Rostov-on-Don,gasoline,automatic,FWD,327000,DE,2.0,150,18
25096,Lada,Granta    ,1040000,Moscow,gasoline,manual,FWD,216,RUS,1.6,90,1
25097,Jetour,X70 Plus   ,2670000,Rostov-on-Don,gasoline,robot,FWD,1296,CN,1.6,190,1
25098,Skoda,Rapid    ,1749000,Rostov-on-Don,gasoline,automatic,FWD,91418,CZ,1.6,110,5
25099,Kia,Sportage    ,1800000,Rostov-on-Don,diesel,automatic,4WD,208000,KR,2.0,184,14
25100,Geely,Monjaro    ,3959000,Rostov-on-Don,gasoline,automatic,4WD,12,CN,2.0,238,1
25101,Hyundai,Sonata    ,1690000,Rostov-on-Don,gasoline,automatic,FWD,117108,KR,2.4,185,9
25102,Kia,Ceed    ,1299000,Rostov-on-Don,gasoline,automatic,FWD,186677,KR,1.6,129,11
25103,Hummer,H2    ,2650000,Rostov-on-Don,gasoline,automatic,4WD,165000,USA,6.0,315,21
25104,Chevrolet,Equinox    ,1899000,Rostov-on-Don,gasoline,automatic,FWD,103502,USA,1.5,170,5
25105,SsangYong,Actyon Sports   ,1140000,Rostov-on-Don,diesel,manual,4WD,112400,KR ,2.0,141,13
25106,Lexus,IS250    ,2680000,Rostov-on-Don,gasoline,automatic,RWD,74306,JP,2.5,208,11
25107,BMW,X3    ,2839000,Rostov-on-Don,diesel,automatic,4WD,132314,DE,2.0,190,8
